ip_address,timestamp,login_status,request_type,is_anomaly_ground_truth
192.168.1.5,2024-01-10 09:38:00,success,GET,0
192.168.1.26,2024-03-12 10:24:00,success,POST,0
192.168.1.20,2024-03-06 18:05:00,success,GET,0
192.168.1.18,2024-02-10 16:12:00,success,POST,0
192.168.1.24,2024-02-07 12:29:00,success,GET,0
192.168.1.43,2024-03-23 13:15:00,success,GET,0
192.168.1.45,2024-02-06 18:28:00,success,GET,0
192.168.1.28,2024-01-20 12:57:00,failure,GET,0
192.168.1.35,2024-03-26 10:41:00,success,PUT,0
192.168.1.33,2024-03-29 14:28:00,success,GET,0
192.168.1.32,2024-01-13 11:23:00,success,GET,0
192.168.1.9,2024-03-09 08:26:00,success,PUT,0
192.168.1.43,2024-02-27 13:39:00,success,GET,0
192.168.1.24,2024-03-30 12:09:00,success,POST,0
192.168.1.35,2024-01-24 13:51:00,success,POST,0
192.168.1.16,2024-03-03 13:31:00,success,GET,0
192.168.1.39,2024-01-08 11:27:00,success,GET,0
192.168.1.27,2024-02-20 09:23:00,success,GET,0
10.0.0.1,2024-01-27 10:49:00,success,GET,1
192.168.1.37,2024-01-03 13:11:00,success,POST,0
192.168.1.33,2024-02-03 12:03:00,success,GET,0
192.168.1.43,2024-01-05 16:09:00,success,GET,0
192.168.1.49,2024-02-23 10:35:00,success,GET,0
10.0.0.9,2024-01-02 12:57:00,failure,POST,1
192.168.1.32,2024-01-18 14:34:00,success,PUT,0
192.168.1.10,2024-03-06 12:21:00,success,GET,0
192.168.1.36,2024-03-04 11:27:00,success,PUT,0
192.168.1.35,2024-01-22 09:00:00,success,POST,0
10.0.0.5,2024-03-05 10:45:00,failure,POST,1
192.168.1.6,2024-02-21 14:37:00,success,GET,0
192.168.1.13,2024-02-15 08:59:00,failure,GET,0
192.168.1.46,2024-01-23 18:30:00,success,GET,0
192.168.1.42,2024-03-29 14:38:00,success,GET,0
192.168.1.22,2024-02-09 12:11:00,success,POST,0
192.168.1.43,2024-03-26 09:39:00,success,GET,0
192.168.1.2,2024-01-05 12:03:00,success,POST,0
192.168.1.33,2024-03-21 11:39:00,success,GET,0
192.168.1.48,2024-01-21 15:38:00,success,GET,0
192.168.1.18,2024-01-05 18:46:00,success,PUT,0
192.168.1.21,2024-03-28 15:28:00,success,GET,0
192.168.1.24,2024-01-31 11:17:00,success,GET,0
192.168.1.25,2024-01-19 12:35:00,success,GET,0
192.168.1.20,2024-02-21 11:53:00,success,GET,0
192.168.1.45,2024-03-06 13:48:00,success,GET,0
10.0.0.9,2024-01-03 11:37:00,failure,DELETE,1
192.168.1.11,2024-01-11 15:30:00,success,GET,0
192.168.1.10,2024-01-01 14:56:00,success,GET,0
192.168.1.43,2024-01-24 17:31:00,success,GET,0
192.168.1.36,2024-01-10 13:09:00,failure,POST,0
192.168.1.35,2024-02-03 09:54:00,success,GET,0
192.168.1.36,2024-03-01 13:03:00,success,GET,0
192.168.1.25,2024-02-25 08:48:00,failure,GET,0
192.168.1.7,2024-03-18 18:21:00,failure,PUT,0
192.168.1.38,2024-01-15 15:01:00,success,GET,0
192.168.1.43,2024-01-09 12:43:00,success,GET,0
192.168.1.29,2024-03-02 13:56:00,success,PUT,0
192.168.1.25,2024-03-30 10:31:00,success,GET,0
192.168.1.29,2024-02-24 08:22:00,success,GET,0
192.168.1.8,2024-03-16 09:47:00,success,GET,0
192.168.1.14,2024-03-10 14:20:00,success,POST,0
192.168.1.22,2024-01-04 16:24:00,success,GET,0
192.168.1.19,2024-03-09 18:55:00,success,POST,0
192.168.1.4,2024-02-02 16:17:00,failure,GET,0
10.0.0.5,2024-02-15 10:09:00,failure,POST,1
192.168.1.45,2024-01-10 09:13:00,success,POST,0
192.168.1.31,2024-03-14 14:25:00,success,POST,0
192.168.1.12,2024-01-26 18:01:00,success,GET,0
192.168.1.40,2024-01-08 14:16:00,success,PUT,0
192.168.1.29,2024-02-20 10:06:00,success,POST,0
192.168.1.28,2024-01-19 15:02:00,success,PUT,0
192.168.1.42,2024-03-11 16:04:00,success,POST,0
192.168.1.17,2024-01-24 14:17:00,success,GET,0
192.168.1.4,2024-03-15 10:23:00,success,PUT,0
192.168.1.41,2024-02-09 13:27:00,success,GET,0
192.168.1.20,2024-01-08 17:59:00,success,GET,0
192.168.1.29,2024-01-08 10:07:00,success,PUT,0
192.168.1.1,2024-01-28 14:05:00,success,GET,0
192.168.1.49,2024-02-23 12:46:00,failure,GET,0
192.168.1.43,2024-01-12 13:45:00,success,PUT,0
192.168.1.49,2024-01-07 08:52:00,success,POST,0
192.168.1.28,2024-03-20 16:24:00,failure,PUT,0
192.168.1.31,2024-01-17 09:33:00,success,GET,0
192.168.1.20,2024-01-09 16:14:00,success,PUT,0
192.168.1.5,2024-02-04 14:32:00,success,GET,0
10.0.0.10,2024-01-18 09:21:00,failure,POST,1
192.168.1.12,2024-02-04 14:31:00,success,PUT,0
192.168.1.4,2024-01-30 08:40:00,failure,GET,0
192.168.1.3,2024-03-22 12:26:00,success,GET,0
192.168.1.40,2024-03-11 18:40:00,success,GET,0
192.168.1.50,2024-01-26 15:21:00,success,PUT,0
192.168.1.21,2024-02-04 12:13:00,success,PUT,0
192.168.1.5,2024-03-08 12:59:00,success,POST,0
192.168.1.30,2024-03-07 15:24:00,success,GET,0
192.168.1.50,2024-01-21 17:36:00,success,POST,0
192.168.1.23,2024-02-29 17:31:00,success,GET,0
192.168.1.7,2024-02-28 15:06:00,success,POST,0
192.168.1.9,2024-02-05 11:30:00,success,GET,0
192.168.1.17,2024-02-22 14:26:00,success,GET,0
192.168.1.50,2024-01-22 18:31:00,success,GET,0
192.168.1.24,2024-02-08 10:46:00,failure,PUT,0
192.168.1.39,2024-01-29 11:46:00,success,GET,0
192.168.1.13,2024-03-29 10:14:00,success,PUT,0
192.168.1.46,2024-01-24 15:24:00,failure,POST,0
192.168.1.9,2024-01-03 13:24:00,success,PUT,0
192.168.1.14,2024-03-26 13:07:00,success,GET,0
192.168.1.35,2024-01-14 11:36:00,success,GET,0
192.168.1.16,2024-01-12 10:12:00,success,GET,0
192.168.1.25,2024-01-12 18:36:00,success,PUT,0
192.168.1.11,2024-01-06 18:29:00,success,GET,0
192.168.1.10,2024-02-26 15:23:00,success,POST,0
192.168.1.28,2024-02-23 15:39:00,success,POST,0
192.168.1.24,2024-01-14 13:08:00,success,PUT,0
192.168.1.17,2024-03-03 16:34:00,success,GET,0
192.168.1.3,2024-01-19 17:28:00,success,GET,0
192.168.1.42,2024-01-28 11:57:00,success,POST,0
192.168.1.21,2024-01-12 08:42:00,success,PUT,0
192.168.1.40,2024-02-29 16:48:00,success,GET,0
192.168.1.39,2024-01-01 18:12:00,success,GET,0
192.168.1.2,2024-01-29 16:56:00,success,GET,0
192.168.1.17,2024-01-05 09:31:00,success,PUT,0
192.168.1.19,2024-01-13 09:53:00,success,GET,0
192.168.1.8,2024-02-10 10:03:00,success,POST,0
192.168.1.36,2024-02-08 15:12:00,success,GET,0
192.168.1.7,2024-03-07 17:54:00,failure,PUT,0
192.168.1.12,2024-03-21 09:09:00,success,POST,0
192.168.1.12,2024-02-28 10:26:00,success,POST,0
192.168.1.14,2024-03-13 09:56:00,success,GET,0
192.168.1.49,2024-02-27 14:22:00,success,POST,0
192.168.1.47,2024-02-05 09:56:00,success,GET,0
192.168.1.6,2024-03-29 10:16:00,failure,PUT,0
192.168.1.9,2024-03-02 12:53:00,failure,PUT,0
192.168.1.9,2024-02-13 18:37:00,success,GET,0
192.168.1.20,2024-01-23 11:47:00,success,GET,0
10.0.0.10,2024-02-07 12:18:00,failure,DELETE,1
192.168.1.21,2024-01-24 12:33:00,success,GET,0
192.168.1.24,2024-02-20 09:03:00,failure,GET,0
192.168.1.16,2024-03-15 17:35:00,success,POST,0
192.168.1.49,2024-03-08 17:47:00,success,GET,0
192.168.1.38,2024-03-21 09:44:00,success,PUT,0
192.168.1.19,2024-01-09 10:31:00,success,GET,0
192.168.1.8,2024-03-26 16:36:00,success,GET,0
192.168.1.25,2024-02-25 10:27:00,success,GET,0
10.0.0.9,2024-03-19 08:54:00,failure,POST,1
192.168.1.40,2024-02-06 11:23:00,success,GET,0
192.168.1.23,2024-01-29 14:51:00,success,GET,0
192.168.1.6,2024-02-05 18:06:00,success,POST,0
192.168.1.3,2024-02-21 13:03:00,failure,POST,0
192.168.1.45,2024-01-29 13:29:00,success,GET,0
10.0.0.2,2024-03-13 11:25:00,success,GET,1
192.168.1.1,2024-01-26 08:55:00,success,PUT,0
192.168.1.45,2024-02-12 13:38:00,success,GET,0
192.168.1.9,2024-01-03 08:01:00,success,GET,0
192.168.1.18,2024-03-15 09:29:00,success,GET,0
192.168.1.2,2024-01-12 18:41:00,success,GET,0
192.168.1.22,2024-03-17 17:07:00,success,POST,0
192.168.1.43,2024-01-19 11:58:00,failure,PUT,0
192.168.1.16,2024-02-01 18:23:00,success,POST,0
192.168.1.20,2024-01-10 14:40:00,success,PUT,0
192.168.1.8,2024-02-02 11:17:00,success,GET,0
192.168.1.41,2024-02-05 16:00:00,success,PUT,0
192.168.1.44,2024-01-04 09:28:00,success,GET,0
192.168.1.33,2024-02-11 16:34:00,success,GET,0
10.0.0.7,2024-03-17 13:21:00,failure,DELETE,1
192.168.1.18,2024-02-29 09:25:00,success,GET,0
192.168.1.34,2024-03-10 09:09:00,success,PUT,0
192.168.1.28,2024-02-02 16:25:00,success,POST,0
192.168.1.9,2024-03-06 08:41:00,failure,POST,0
192.168.1.49,2024-01-10 16:24:00,success,POST,0
192.168.1.6,2024-02-04 08:57:00,success,GET,0
192.168.1.13,2024-02-12 17:19:00,success,POST,0
192.168.1.6,2024-03-16 14:43:00,success,PUT,0
192.168.1.33,2024-02-14 11:52:00,success,POST,0
192.168.1.26,2024-02-17 13:45:00,success,GET,0
192.168.1.5,2024-02-27 17:46:00,success,PUT,0
192.168.1.36,2024-02-07 15:03:00,success,POST,0
192.168.1.30,2024-01-31 16:09:00,success,GET,0
192.168.1.10,2024-01-09 16:35:00,success,GET,0
192.168.1.27,2024-01-24 11:29:00,success,GET,0
192.168.1.20,2024-03-01 10:48:00,success,PUT,0
192.168.1.45,2024-03-25 09:21:00,success,GET,0
192.168.1.44,2024-01-12 13:43:00,success,GET,0
192.168.1.31,2024-03-15 18:59:00,success,GET,0
192.168.1.5,2024-02-05 10:08:00,success,PUT,0
192.168.1.4,2024-03-18 09:47:00,failure,GET,0
192.168.1.28,2024-02-23 13:39:00,success,PUT,0
192.168.1.38,2024-01-08 12:03:00,success,GET,0
192.168.1.33,2024-02-20 14:08:00,success,PUT,0
192.168.1.48,2024-02-08 11:38:00,success,PUT,0
192.168.1.16,2024-02-16 09:05:00,failure,GET,0
192.168.1.33,2024-02-02 09:53:00,success,POST,0
192.168.1.28,2024-02-05 15:39:00,success,PUT,0
192.168.1.9,2024-02-22 11:10:00,success,PUT,0
192.168.1.14,2024-01-14 12:45:00,success,GET,0
192.168.1.18,2024-02-05 15:26:00,success,GET,0
192.168.1.31,2024-03-27 09:21:00,success,PUT,0
192.168.1.8,2024-03-10 18:03:00,success,GET,0
192.168.1.17,2024-01-30 10:22:00,success,POST,0
192.168.1.18,2024-01-02 16:28:00,success,GET,0
192.168.1.19,2024-02-02 14:30:00,success,POST,0
192.168.1.2,2024-03-03 13:24:00,success,POST,0
10.0.0.8,2024-01-30 08:44:00,failure,POST,1
192.168.1.33,2024-02-17 13:58:00,success,PUT,0
192.168.1.6,2024-03-12 13:19:00,success,PUT,0
192.168.1.5,2024-02-16 10:15:00,success,GET,0
192.168.1.8,2024-02-06 10:35:00,success,GET,0
192.168.1.48,2024-03-28 16:47:00,success,PUT,0
192.168.1.10,2024-02-05 17:14:00,success,POST,0
192.168.1.3,2024-03-22 18:40:00,failure,GET,0
192.168.1.15,2024-02-05 18:46:00,success,GET,0
192.168.1.2,2024-01-15 12:46:00,success,GET,0
192.168.1.19,2024-02-15 09:05:00,failure,POST,0
192.168.1.34,2024-02-22 16:44:00,success,GET,0
192.168.1.21,2024-03-29 14:56:00,success,GET,0
192.168.1.49,2024-02-29 14:24:00,success,POST,0
192.168.1.32,2024-03-27 14:13:00,failure,PUT,0
192.168.1.15,2024-02-04 10:56:00,success,GET,0
192.168.1.9,2024-02-20 17:58:00,success,GET,0
192.168.1.49,2024-02-15 14:12:00,failure,PUT,0
192.168.1.36,2024-03-19 13:23:00,success,PUT,0
192.168.1.11,2024-02-23 14:19:00,success,GET,0
192.168.1.50,2024-03-29 10:51:00,success,GET,0
192.168.1.5,2024-03-20 10:51:00,success,GET,0
192.168.1.27,2024-03-13 12:08:00,success,GET,0
192.168.1.15,2024-01-05 17:03:00,success,GET,0
192.168.1.22,2024-03-30 12:52:00,success,POST,0
192.168.1.7,2024-03-16 09:24:00,success,POST,0
192.168.1.9,2024-03-17 11:10:00,success,GET,0
192.168.1.48,2024-03-06 13:39:00,success,GET,0
192.168.1.6,2024-03-17 10:05:00,success,GET,0
192.168.1.50,2024-03-30 17:48:00,success,GET,0
192.168.1.45,2024-01-20 10:46:00,success,POST,0
192.168.1.30,2024-02-01 14:22:00,success,GET,0
192.168.1.4,2024-02-23 13:15:00,success,POST,0
192.168.1.30,2024-01-26 12:08:00,success,GET,0
192.168.1.29,2024-02-02 13:33:00,success,GET,0
192.168.1.10,2024-01-21 11:01:00,success,GET,0
192.168.1.45,2024-01-30 13:05:00,success,GET,0
192.168.1.18,2024-01-13 10:46:00,success,GET,0
192.168.1.11,2024-01-21 09:47:00,success,POST,0
192.168.1.14,2024-02-10 08:10:00,success,PUT,0
192.168.1.47,2024-02-09 09:49:00,success,GET,0
192.168.1.8,2024-02-26 11:48:00,success,GET,0
192.168.1.29,2024-01-12 10:25:00,success,POST,0
192.168.1.2,2024-03-14 11:10:00,success,POST,0
192.168.1.38,2024-02-12 09:21:00,success,GET,0
192.168.1.41,2024-02-21 18:42:00,success,GET,0
192.168.1.50,2024-03-22 15:51:00,success,PUT,0
192.168.1.2,2024-03-02 16:19:00,success,GET,0
192.168.1.19,2024-02-10 14:59:00,success,GET,0
192.168.1.4,2024-03-07 17:44:00,success,GET,0
192.168.1.49,2024-03-20 15:32:00,success,PUT,0
192.168.1.29,2024-02-13 08:41:00,success,GET,0
192.168.1.47,2024-03-24 11:58:00,success,PUT,0
192.168.1.43,2024-02-07 14:17:00,success,PUT,0
192.168.1.27,2024-03-11 18:30:00,failure,POST,0
192.168.1.32,2024-02-10 10:56:00,success,GET,0
192.168.1.6,2024-01-12 11:17:00,success,POST,0
192.168.1.20,2024-02-13 13:36:00,success,PUT,0
192.168.1.44,2024-01-31 15:31:00,success,GET,0
192.168.1.21,2024-02-22 11:43:00,success,GET,0
192.168.1.15,2024-02-18 12:58:00,success,PUT,0
192.168.1.1,2024-01-25 17:02:00,success,GET,0
192.168.1.14,2024-02-15 16:03:00,failure,GET,0
192.168.1.11,2024-02-07 08:19:00,success,GET,0
192.168.1.25,2024-01-30 18:44:00,success,GET,0
192.168.1.50,2024-02-26 10:26:00,success,GET,0
192.168.1.44,2024-01-18 18:08:00,success,GET,0
192.168.1.15,2024-01-20 10:51:00,success,POST,0
192.168.1.45,2024-02-29 12:13:00,success,GET,0
192.168.1.46,2024-03-02 12:56:00,success,POST,0
192.168.1.49,2024-02-01 13:46:00,success,POST,0
192.168.1.49,2024-02-06 17:44:00,success,POST,0
192.168.1.37,2024-01-08 12:15:00,success,GET,0
192.168.1.13,2024-01-08 11:00:00,success,POST,0
192.168.1.24,2024-02-22 14:40:00,success,POST,0
192.168.1.12,2024-03-14 11:20:00,success,GET,0
192.168.1.41,2024-01-03 15:25:00,success,PUT,0
192.168.1.19,2024-03-12 09:37:00,success,PUT,0
192.168.1.20,2024-01-03 17:45:00,success,GET,0
192.168.1.3,2024-02-29 09:53:00,success,GET,0
192.168.1.5,2024-02-23 12:37:00,success,PUT,0
192.168.1.38,2024-01-05 09:58:00,success,PUT,0
192.168.1.42,2024-02-18 13:37:00,success,PUT,0
192.168.1.5,2024-02-27 15:07:00,success,GET,0
192.168.1.37,2024-02-20 17:51:00,success,PUT,0
192.168.1.28,2024-02-28 12:27:00,failure,GET,0
192.168.1.36,2024-03-04 12:50:00,success,GET,0
192.168.1.38,2024-01-13 14:53:00,success,GET,0
192.168.1.44,2024-02-18 08:43:00,failure,GET,0
192.168.1.42,2024-02-26 11:58:00,success,GET,0
192.168.1.8,2024-01-21 12:18:00,success,GET,0
192.168.1.26,2024-01-02 08:50:00,success,GET,0
192.168.1.11,2024-03-25 18:36:00,success,GET,0
192.168.1.10,2024-02-22 16:16:00,success,PUT,0
192.168.1.13,2024-01-10 13:09:00,success,GET,0
192.168.1.44,2024-03-15 18:11:00,success,POST,0
192.168.1.9,2024-02-13 11:55:00,success,POST,0
192.168.1.18,2024-02-27 18:12:00,success,POST,0
192.168.1.4,2024-01-17 09:06:00,success,GET,0
10.0.0.4,2024-01-11 10:56:00,success,GET,1
192.168.1.20,2024-03-09 13:45:00,success,GET,0
192.168.1.33,2024-01-12 10:33:00,success,GET,0
192.168.1.39,2024-01-24 18:53:00,success,POST,0
192.168.1.14,2024-01-21 14:19:00,success,GET,0
192.168.1.29,2024-01-04 14:15:00,success,GET,0
192.168.1.38,2024-03-10 17:36:00,success,GET,0
192.168.1.9,2024-01-23 13:41:00,success,POST,0
192.168.1.18,2024-03-15 17:03:00,success,GET,0
192.168.1.49,2024-02-07 09:44:00,success,POST,0
192.168.1.47,2024-01-11 10:16:00,success,GET,0
10.0.0.7,2024-03-25 12:04:00,failure,POST,1
192.168.1.3,2024-02-10 17:08:00,success,GET,0
192.168.1.41,2024-03-20 14:59:00,failure,GET,0
192.168.1.30,2024-03-27 09:38:00,success,GET,0
192.168.1.19,2024-03-13 16:45:00,success,GET,0
192.168.1.25,2024-02-25 08:17:00,failure,PUT,0
192.168.1.27,2024-03-16 17:45:00,success,GET,0
192.168.1.50,2024-03-22 10:07:00,success,PUT,0
192.168.1.27,2024-01-03 16:04:00,success,PUT,0
192.168.1.14,2024-02-28 10:28:00,success,PUT,0
192.168.1.45,2024-03-12 15:32:00,success,GET,0
192.168.1.38,2024-03-18 16:15:00,success,GET,0
192.168.1.14,2024-03-20 17:12:00,failure,GET,0
192.168.1.49,2024-01-25 14:14:00,success,GET,0
192.168.1.21,2024-01-19 09:13:00,success,GET,0
192.168.1.43,2024-03-11 15:17:00,success,GET,0
192.168.1.49,2024-03-28 13:58:00,success,PUT,0
192.168.1.8,2024-01-19 17:13:00,success,POST,0
192.168.1.5,2024-02-27 17:53:00,success,GET,0
192.168.1.37,2024-01-02 10:13:00,failure,GET,0
192.168.1.39,2024-03-22 14:07:00,success,GET,0
192.168.1.10,2024-03-02 11:15:00,success,POST,0
192.168.1.18,2024-02-02 16:38:00,failure,POST,0
192.168.1.41,2024-02-05 09:54:00,success,POST,0
192.168.1.22,2024-03-25 14:50:00,success,PUT,0
192.168.1.23,2024-02-06 11:11:00,success,GET,0
192.168.1.16,2024-01-17 13:00:00,success,POST,0
192.168.1.41,2024-01-24 17:57:00,success,GET,0
192.168.1.26,2024-02-23 16:23:00,success,GET,0
192.168.1.45,2024-03-26 10:13:00,success,GET,0
192.168.1.36,2024-03-07 17:27:00,success,GET,0
192.168.1.49,2024-01-25 10:53:00,success,POST,0
192.168.1.17,2024-03-06 11:45:00,success,GET,0
192.168.1.12,2024-02-17 15:42:00,success,GET,0
192.168.1.45,2024-01-01 09:53:00,success,POST,0
192.168.1.29,2024-02-29 15:00:00,success,POST,0
192.168.1.27,2024-02-29 09:07:00,success,POST,0
192.168.1.40,2024-02-01 10:57:00,success,PUT,0
192.168.1.2,2024-03-22 17:46:00,failure,PUT,0
192.168.1.30,2024-02-10 18:04:00,success,PUT,0
192.168.1.37,2024-03-26 10:34:00,success,POST,0
192.168.1.27,2024-01-30 16:36:00,success,PUT,0
192.168.1.43,2024-02-15 15:06:00,success,GET,0
10.0.0.8,2024-03-09 12:47:00,failure,DELETE,1
192.168.1.6,2024-01-16 18:44:00,failure,GET,0
192.168.1.14,2024-02-21 17:41:00,success,GET,0
192.168.1.3,2024-03-04 16:42:00,success,GET,0
192.168.1.13,2024-02-08 13:23:00,success,GET,0
192.168.1.16,2024-02-25 16:16:00,success,GET,0
192.168.1.44,2024-01-22 15:43:00,success,GET,0
192.168.1.41,2024-01-17 15:34:00,success,GET,0
192.168.1.25,2024-02-05 08:25:00,success,POST,0
192.168.1.33,2024-01-09 10:54:00,failure,GET,0
192.168.1.1,2024-02-10 08:21:00,success,GET,0
192.168.1.33,2024-02-22 13:52:00,failure,GET,0
192.168.1.28,2024-01-01 09:20:00,success,GET,0
192.168.1.31,2024-02-07 16:09:00,failure,GET,0
192.168.1.21,2024-01-04 16:19:00,success,PUT,0
192.168.1.35,2024-01-01 16:22:00,success,GET,0
192.168.1.11,2024-02-16 14:21:00,success,PUT,0
192.168.1.32,2024-02-25 18:02:00,success,GET,0
192.168.1.44,2024-02-15 17:34:00,success,PUT,0
192.168.1.38,2024-01-12 09:01:00,success,POST,0
192.168.1.22,2024-02-27 15:30:00,success,PUT,0
10.0.0.9,2024-01-25 11:14:00,success,GET,1
192.168.1.43,2024-03-21 08:17:00,success,GET,0
192.168.1.49,2024-03-25 12:32:00,success,POST,0
192.168.1.1,2024-02-04 11:25:00,success,GET,0
192.168.1.45,2024-02-05 08:33:00,success,GET,0
192.168.1.6,2024-01-13 18:19:00,success,GET,0
192.168.1.41,2024-03-25 11:11:00,success,GET,0
192.168.1.37,2024-01-19 18:35:00,success,PUT,0
192.168.1.24,2024-02-16 15:39:00,success,GET,0
192.168.1.9,2024-02-02 11:47:00,success,PUT,0
192.168.1.1,2024-02-23 13:36:00,success,PUT,0
192.168.1.1,2024-03-03 10:50:00,success,GET,0
10.0.0.7,2024-02-06 11:27:00,success,GET,1
192.168.1.50,2024-03-02 13:11:00,success,GET,0
192.168.1.45,2024-01-07 14:13:00,success,PUT,0
192.168.1.28,2024-03-01 18:02:00,success,GET,0
192.168.1.27,2024-01-04 13:02:00,success,POST,0
192.168.1.19,2024-02-04 12:56:00,success,GET,0
192.168.1.16,2024-01-17 12:18:00,success,PUT,0
192.168.1.13,2024-01-09 08:01:00,success,PUT,0
192.168.1.41,2024-02-02 13:31:00,failure,GET,0
192.168.1.3,2024-02-09 16:38:00,success,GET,0
192.168.1.11,2024-02-27 18:38:00,success,GET,0
192.168.1.35,2024-03-28 15:48:00,success,POST,0
192.168.1.35,2024-01-30 17:17:00,success,GET,0
192.168.1.26,2024-03-12 08:57:00,success,GET,0
192.168.1.28,2024-02-27 11:05:00,success,GET,0
192.168.1.4,2024-03-30 11:17:00,failure,GET,0
